"bandNumber","site","date","age","sex","mass","wing","species"
"2590-82511","SCHLROBMD1","2009-05-15","AHY","M",9.9,53.5,"CACH"
"2590-82514","MOSMCARMD1","2009-05-19","AHY","M",10,43,"HOWR"
"2590-82515","MOSMCARMD1","2009-05-19","AHY","F",9.4,62,"CACH"
"2590-82516","MOSMCARMD1","2009-05-19","AHY","M",10.3,62,"CACH"
"2590-82517","MOSMCARMD1","2009-05-19","AHY","M",10.6,51,"HOWR"
"2590-82521","NEWBCARVA1","2009-05-22","AHY","F",8.6,61,"CACH"
"2590-82522","NEWBCARVA1","2009-05-22","AHY","M",9.3,61,"CACH"
"2590-82523","NEWBCARVA1","2009-05-22","AHY","M",11.2,53,"HOWR"
"2590-82524","NEWBCARVA1","2009-05-22","AHY","M",10.2,60.5,"CACH"
"2590-82525","NEWBCARVA1","2009-05-22","AHY","M",9.5,60,"CACH"
"2590-82527","BURDROBVA1","2009-05-25","AHY","F",8.9,61.5,"CACH"
"2590-82528","BURDROBVA1","2009-05-25","AHY","M",10.4,63,"CACH"
"2590-82529","BURDROBVA1","2009-05-25","AHY","F",9.7,56,"CACH"
"2590-82534","CAMPROSMD1","2009-05-29","HY","F",9.9,62,"CACH"
"2590-82535","CAMPROSMD1","2009-05-29","AHY","M",10.4,60,"CACH"
"2590-82536","CAMPROSMD1","2009-05-29","AHY","M",11,48,"HOWR"
"2590-82537","CAMPROSMD1","2009-05-29","AHY","M",9.7,61,"CACH"
"2590-82539","KEYESUSMD1","2009-06-02","AHY","F",9,58,"CACH"
"2590-82540","KEYESUSMD1","2009-06-02","AHY","M",11,49,"HOWR"
"2590-82541","KEYESUSMD1","2009-06-02","AHY","F",12.1,52,"HOWR"
"2590-82542","KEYESUSMD1","2009-06-02","AHY","M",10.1,58,"CACH"
"2590-82565","VERSBETMD1","2009-07-02","HY","U",9.4,59,"CACH"
"2590-82567","MORRCHRVA1","2009-07-06","HY","U",9,59,"CACH"
"2590-82568","MORRCHRVA1","2009-07-06","HY","U",9.1,60,"CACH"
"2590-82569","MORRCHRVA1","2009-07-06","AHY","M",10.2,50,"HOWR"
"2590-82570","MORRCHRVA1","2009-07-06","HY","M",11.5,65,"CACH"
"2590-82582","BARBJERMD1","2009-07-13","HY","U",10.4,63,"CACH"
"2590-82583","BARBJERMD1","2009-07-13","AHY","M",9.2,52,"CACH"
"2590-82584","MOLIKARMD1","2009-07-17","AHY","M",10.2,50,"HOWR"
"2590-82589","CAMPGLOMD1","2010-05-21","HY","U",11.5,48,"HOWR"
"2590-82590","CAMPGLOMD1","2010-05-21","AHY","F",12.7,49,"HOWR"
"2590-82601","MANNJANDC1","2009-06-16","HY","U",11,52,"HOWR"
"2590-82602","MANNJANDC1","2009-06-16","HY","M",9,59,"CACH"
"2590-82603","MANNJANDC1","2009-06-16","HY","F",9,60,"CACH"
"2590-82608","BLOCDAVMD1","2009-06-23","AHY","M",11,51,"HOWR"
"2590-82609","BLOCDAVMD1","2009-06-23","AHY","M",11,51,"HOWR"
"2590-82610","BLOCDAVMD1","2009-06-23","U","U",10,61,"CACH"
"2590-82611","BLOCDAVMD1","2009-06-23","AHY","F",9,61,"CACH"
"2590-82612","BLOCDAVMD1","2009-06-23","HY","U",9,60,"CACH"
"2590-82613","BLOCDAVMD1","2009-06-23","AHY","F",9,59,"CACH"
"2590-82614","BLOCDAVMD1","2009-06-23","HY","U",11,49,"CACH"
"2590-82615","TATEJUAMD1","2009-06-29","AHY","M",10,50,"HOWR"
"2590-82616","TATEJUAMD1","2009-06-29","AHY","M",11,53,"HOWR"
"2590-82617","TATEJUAMD1","2009-06-29","AHY","F",15,48,"HOWR"
"2590-82618","TATEJUAMD1","2009-06-29","U","U",10,62,"CACH"
"2590-82619","TATEJUAMD1","2009-06-29","AHY","F",12,49,"HOWR"
"2590-82620","TATEJUAMD1","2009-06-29","AHY","M",10,49,"HOWR"
"2590-82629","SILLSCOMD1","2009-07-14","AHY","M",10,48,"HOWR"
"2590-83006","MORRCHRVA1","2010-06-30","HY","U",9.8,62,"CACH"
"2590-83007","MORRCHRVA1","2010-06-30","HY","U",9.6,58,"CACH"
"2590-83008","PADORAMVA1","2010-07-01","HY","U",9.8,59,"CACH"
"2590-83009","PADORAMVA1","2010-07-01","U","U",10.6,61,"CACH"
"2590-83010","PADORAMVA1","2010-07-01","AHY","M",10.2,64,"CACH"
"2590-83012","FISHFERVA1","2010-07-03","HY","U",8.8,57,"CACH"
"2590-83030","MCDOELIVA1","2010-07-17","AHY","M",9.7,50,"HOWR"
"2590-83036","COLSKATMD1","2012-05-18","AHY","M",10.1,62,"CACH"
"2590-83037","CAMPROSMD1","2012-05-19","AHY","F",8.9,59,"CACH"
"2590-83038","CAMPROSMD1","2012-05-19","AHY","M",9.2,62,"CACH"
"2590-83039","PADORAMVA1","2012-05-24","HY","U",9.8,62,"CACH"
"2590-83040","PADORAMVA1","2012-05-24","AHY","F",9.5,55,"CACH"
"2590-83041","PADORAMVA1","2012-05-24","AHY","F",9.3,58,"CACH"
"2590-83046","BURDROBVA1","2012-05-29","AHY","F",9,56,"CACH"
"2590-83047","FISHFERVA1","2012-05-26","AHY","F",9.3,59,"CACH"
"2590-83048","FISHFERVA1","2012-05-26","AHY","M",9.9,62,"CACH"
"2590-83049","FISHFERVA1","2012-05-26","HY","U",9.1,55,"CACH"
"2590-83052","BEALTOMMD1","2012-05-23","AHY","F",10.1,60,"CACH"
"2590-83053","BEALTOMMD1","2012-05-23","AHY","M",10.4,61,"CACH"
"2590-83054","STURCARMD1","2012-05-26","AHY","M",11.2,53,"HOWR"
"2590-83055","STURCARMD1","2012-05-26","AHY","F",10.7,49,"HOWR"
"2590-83056","STURCARMD1","2012-05-26","AHY","M",10.4,60,"CACH"
"2590-83057","PERRCHRMD1","2012-05-29","AHY","M",9.6,65,"CACH"
"2590-83061","SALOSHEMD1","2012-05-31","AHY","M",9.1,63,"CACH"
"2590-83062","SALOSHEMD1","2012-05-31","AHY","F",8.4,59,"CACH"
"2590-83063","SALOSHEMD1","2012-05-31","AHY","F",11,47,"HOWR"
"2590-83065","BARBJERMD1","2012-06-04","AHY","M",10.6,59,"CACH"
"2590-83066","BARBJERMD1","2012-06-04","AHY","M",10,49,"HOWR"
"2590-83067","BARBJERMD1","2012-06-04","AHY","F",11.6,48,"HOWR"
"2590-83069","BARBJERMD1","2012-06-04","AHY","F",9.3,58,"CACH"
"2590-83071","VONGJENMD1","2012-06-07","AHY","M",11.1,63,"CACH"
"2590-83072","VONGJENMD1","2012-06-07","HY","U",9.9,59,"CACH"
"2590-83073","PHARAIMMD1","2012-06-09","AHY","M",10,64,"CACH"
"2590-83089","MOSMCARMD1","2012-06-18","AHY","M",10.1,50,"HOWR"
"2590-83090","MOSMCARMD1","2012-06-18","AHY","M",10.4,53,"HOWR"
"2590-83091","MOSMCARMD1","2012-06-18","AHY","F",10.5,62,"CACH"
"2590-83112","VERSBETMD1","2010-05-29","AHY","M",10.7,50,"HOWR"
"2590-83149","BROWANNMD1","2010-06-25","AHY","F",11.8,50,"HOWR"
"2590-83150","BROWANNMD1","2010-06-25","AHY","M",10.3,50,"HOWR"
"2590-83151","BROWANNMD1","2010-06-25","HY","U",10.4,62.5,"CACH"
"2590-83164","BARBJERMD1","2010-07-02","AHY","M",10.9,49,"HOWR"
"2590-83165","BARBJERMD1","2010-07-02","HY","U",9.2,60,"CACH"
"2590-83166","BARBJERMD1","2010-07-02","AHY","F",12.5,48,"HOWR"
"2590-83167","KEYESUSMD1","2010-07-09","AHY","M",10.8,50,"HOWR"
"2590-83168","KEYESUSMD1","2010-07-09","AHY","M",10.8,51,"HOWR"
"2590-83169","KEYESUSMD1","2010-07-09","AHY","F",12,49,"HOWR"
"2590-83170","KEYESUSMD1","2010-07-09","HY","U",9.8,60.5,"CACH"
"2590-83171","KEYESUSMD1","2010-07-09","HY","U",9.3,60.5,"CACH"
"2590-83184","MOSMCARMD1","2010-07-24","AHY","M",11.3,51,"HOWR"
"2590-83185","MOSMCARMD1","2010-07-24","HY","U",9.2,58,"CACH"
"2590-83189","LANDCELVA1","2012-05-04","HY","U",10.2,61,"CACH"
"2590-83190","STEWBETMD1","2012-05-10","AHY","M",9.6,63,"CACH"
"2590-83196","NEWBCARVA1","2012-05-19","U","U",10.2,43,"HOWR"
"2590-83197","NEWBCARVA1","2012-05-19","AHY","F",9.1,55,"CACH"
"2590-83198","NEWBCARVA1","2012-05-19","AHY","M",10.5,62,"CACH"
"2590-83199","PADORAMVA1","2012-05-24","AHY","F",9.4,56,"CACH"
"2590-83200","PADORAMVA1","2012-05-24","AHY","F",10,56,"CACH"
"2590-83315","STEWBETMD1","2010-06-05","AHY","M",10.3,49,"HOWR"
"2610-37305","BALASUCMD1","2010-05-28","U","U",10,62,"CACH"
"2610-37306","BALASUCMD1","2010-05-28","AHY","F",9.6,60,"CACH"
"2610-37307","BALASUCMD1","2010-05-28","U","U",9.1,63.5,"CACH"
"2610-37308","BALASUCMD1","2010-05-28","AHY","F",8.8,54.5,"CACH"
"2610-37313","SALOSHEMD1","2010-06-08","AHY","F",10.1,49,"HOWR"
"2610-37314","SALOSHEMD1","2010-06-08","AHY","M",11.1,55,"HOWR"
"2610-37315","SALOSHEMD1","2010-06-08","AHY","F",9.9,61,"CACH"
"2610-37316","SALOSHEMD1","2010-06-08","HY","U",10.4,59,"CACH"
"2610-37317","SALOSHEMD1","2010-06-08","HY","U",9.8,63,"CACH"
"2610-37318","SALOSHEMD1","2010-06-08","HY","U",10.2,62.5,"CACH"
"2610-37322","TATEJUAMD1","2010-06-22","HY","U",10.6,51,"HOWR"
"2610-37323","TATEJUAMD1","2010-06-22","AHY","M",10.8,50,"HOWR"
"2610-37324","TATEJUAMD1","2010-06-22","AHY","F",9.9,49,"HOWR"
"2610-37325","TATEJUAMD1","2010-06-22","AHY","M",11.2,51,"HOWR"
"2610-37330","STANJEFMD1","2010-06-30","AHY","M",10.4,51,"HOWR"
"2610-37331","STANJEFMD1","2010-06-30","AHY","M",11.1,56,"HOWR"
"2610-37332","STANJEFMD1","2010-06-30","AHY","F",10.9,48.5,"HOWR"
"2610-37333","OBRICHRMD1","2010-07-01","HY","U",NA,NA,"CACH"
"2610-37334","OBRICHRMD1","2010-07-01","HY","U",10.2,62,"CACH"
"2610-37335","OBRICHRMD1","2010-07-01","HY","U",9.3,60,"CACH"
"2610-37336","OBRICHRMD1","2010-07-01","AHY","M",9.8,50,"HOWR"
"2610-37337","OBRICHRMD1","2010-07-01","HY","U",9.5,56,"CACH"
"2610-37338","OBRICHRMD1","2010-07-01","HY","U",9.6,60,"CACH"
"2610-37339","BLOCDAVMD1","2010-07-07","HY","U",8.9,56,"CACH"
"2610-37340","BLOCDAVMD1","2010-07-07","AHY","F",10.1,53.5,"HOWR"
"2610-37341","BLOCDAVMD1","2010-07-07","HY","U",10.3,50,"HOWR"
"2610-37342","BLOCDAVMD1","2010-07-07","AHY","F",9.8,62,"CACH"
"2610-37351","CAMPROSMD1","2010-07-27","HY","U",9.9,62,"CACH"
"2610-37352","CAMPROSMD1","2010-07-27","AHY","F",11,62,"CACH"
"2610-37353","CAMPROSMD1","2010-07-27","HY","U",9.2,61.5,"CACH"
"2610-37357","VONGJENMD1","2013-05-13","AHY","M",9.7,59,"CACH"
"2610-37358","MANNJANDC1","2013-05-17","AHY","M",10.4,46,"HOWR"
"2610-37363","BLOCDAVMD1","2013-06-08","AHY","M",11,50,"HOWR"
"2610-37364","BLOCDAVMD1","2013-06-08","AHY","F",9.4,60,"CACH"
"2610-37365","BLOCDAVMD1","2013-06-08","AHY","F",15.2,51,"HOWR"
"2610-37377","FARYSIMMD1","2013-06-29","AHY","M",10.5,51,"HOWR"
"2610-37378","GERYERIMD1","2013-07-01","AHY","F",8.5,59,"CACH"
"2610-37383","KEYESUSMD1","2013-07-06","HY","U",10.7,53,"HOWR"
"2610-37384","KEYESUSMD1","2013-07-06","AHY","F",9.6,60,"CACH"
"2610-37385","KEYESUSMD1","2013-07-06","AHY","F",8.7,57,"CACH"
"2610-37386","KEYESUSMD1","2013-07-06","HY","U",9.4,53,"CACH"
"2610-37400","JACOMERMD1","2013-07-27","AHY","F",10.1,62,"CACH"
"2641-63301","GECACARVA1","2013-07-10",NA,NA,NA,NA,"NOCA"
"2641-63302","GECACARVA1","2013-07-10","AHY","F",38.2,94,"NOCA"
"2641-63303","GECACARVA1","2013-07-10","HY","F",38.6,85,"NOCA"
"2641-63304","GECACARVA1","2013-07-10","AHY","M",46,90.5,"NOCA"
"2641-63305","GECACARVA1","2013-07-10","AHY","M",35.4,88,"GRCA"
"2641-63314","BURDROBVA1","2013-07-24","AHY","M",41.3,95,"NOCA"
"2641-63315","BURDROBVA1","2013-07-24","AHY","M",44.3,95,"NOCA"
"2641-63621","REITBOBMD1","2013-05-24","AHY","M",42.1,92,"NOCA"
"2641-63622","REITBOBMD1","2013-05-24","AHY","F",42.5,89,"GRCA"
"2641-63623","MORRCHRVA1","2013-05-28","AHY","F",47.1,89,"NOCA"
"2641-63624","MORRCHRVA1","2013-05-28","AHY","M",38.6,95,"NOCA"
"2641-63625","COLSKATMD1","2013-05-29","AHY","M",38.6,95,"NOCA"
"2641-63641","WOLFAMYDC1","2013-06-15","SY","M",34.7,87,"GRCA"
"2641-63642","WOLFAMYDC1","2013-06-15","AHY","M",37.9,88,"GRCA"
"2641-63658","BROWANNMD1","2013-07-01","AHY","M",36.2,88,"GRCA"
"2641-63659","BROWANNMD1","2013-07-01","AHY","F",41.2,91,"NOCA"
"2641-63664","TATEJUAMD1","2013-07-08","HY","U",38.2,85,"NOCA"
"2641-63665","TATEJUAMD1","2013-07-08","HY","U",39.1,87,"NOCA"
"2641-63666","TATEJUAMD1","2013-07-08","AHY","F",35,86,"GRCA"
"2641-63667","TATEJUAMD1","2013-07-08","HY","U",41,89,"NOCA"
"2641-63668","TATEJUAMD1","2013-07-08","HY","U",37.5,85,"NOCA"
"2641-63669","TATEJUAMD1","2013-07-08","HY","U",44.9,91,"NOCA"
"2641-63670","TATEJUAMD1","2013-07-08","AHY","M",41.9,92,"NOCA"
"2641-63671","TATEJUAMD1","2013-07-08","HY","U",40.8,87,"NOCA"
"2641-63672","TATEJUAMD1","2013-07-08","SY","M",36,89,"GRCA"
"2641-63673","TATEJUAMD1","2013-07-08","HY","U",41.7,86,"NOCA"
"2641-63674","TATEJUAMD1","2013-07-08","HY","U",44.3,87,"NOCA"
"2641-63675","BEALTOMMD1","2013-07-10","U","U",40.2,88,"NOCA"
"2641-63678","MISSEDDC1","2013-07-16","HY","U",36.8,86,"GRCA"
"2641-63679","MISSEDDC1","2013-07-16","HY","U",33.9,82,"GRCA"
"2641-63680","MISSEDDC1","2013-07-16","HY","U",36.2,85,"GRCA"
"2641-63687","STANJEFMD1","2013-07-23","HY","U",34.8,85,"GRCA"
"2641-63688","STANJEFMD1","2013-07-23","AHY","M",32.8,90,"GRCA"
"2641-63689","STANJEFMD1","2013-07-23","AHY","M",43.3,92,"NOCA"
"2641-63690","STANJEFMD1","2013-07-23","SY","F",33.2,90,"GRCA"
"2641-63692","MOLIKARMD1","2013-07-26","SY","M",33,91,"GRCA"
"2641-63694","PHARAIMMD1","2013-07-31","AHY","F",43,89,"NOCA"
"2641-63696","WILLTERMD1","2013-08-05","AHY","F",42.2,90,"NOCA"
"2641-63697","WILLTERMD1","2013-08-05","AHY","M",36.7,89,"GRCA"
"2641-63759","CAMPROSMD1","2014-06-09","AHY","F",43.5,88,"GRCA"
"2641-63760","VONGJENMD1","2014-06-14","AHY","F",45.36,88,"NOCA"
"2641-63761","VONGJENMD1","2014-06-14","AHY","F",41.37,89,"GRCA"
"2641-63762","VONGJENMD1","2014-06-14","HY","M",41.8,92,"NOCA"
"2641-63763","VONGJENMD1","2014-06-14","AHY","F",44.4,67,"NOCA"
"2641-63774","VERSBETMD1","2014-06-21","AHY","F",40.6,66,"NOCA"
"2641-63775","VERSBETMD1","2014-06-21","AHY","M",44.1,93,"NOCA"
"2641-63776","VERSBETMD1","2014-06-21","AHY","M",45.2,92,"NOCA"
"2641-63777","ZAMBTRAMD1","2014-06-22","AHY","M",35.7,89,"GRCA"
"2641-63778","ZAMBTRAMD1","2014-06-22","AHY","M",35.8,86,"GRCA"
"2641-63779","ZAMBTRAMD1","2014-06-22","AHY","F",36.8,87,"GRCA"
"2641-63782","BUISNORVA1","2014-06-24","AHY","F",43.8,88.5,"NOCA"
"2641-63783","BUISNORVA1","2014-06-24","AHY","F",45.6,87,"NOCA"
"2641-63784","BUISNORVA1","2014-06-24","AHY","M",46.8,94,"NOCA"
"2641-63785","CAMPGLOMD1","2014-06-26","AHY","F",41,91,"GRCA"
"2641-63786","CAMPGLOMD1","2014-06-26","AHY","M",40.4,90,"NOCA"
"2641-63787","JACOMERMD1","2014-06-27","AHY","M",32.1,88,"GRCA"
"2641-63788","MANNJANDC1","2014-06-29","HY","U",41.3,87,"NOCA"
"2641-63789","MANNJANDC1","2014-06-29","AHY","M",35.4,88,"GRCA"
"2641-63790","MANNJANDC1","2014-06-29","AHY","F",38.9,88.5,"GRCA"
"2641-63791","MANNJANDC1","2014-06-29","HY","U",41.5,92,"NOCA"
"2641-63853","LANDCELVA1","2014-07-10","SY","U",NA,NA,"GRCA"
"2641-63854","LANDCELVA1","2014-07-10","AHY","F",NA,NA,"GRCA"
"2641-63855","LANDCELVA1","2014-07-10","AHY","M",NA,NA,"GRCA"
"2641-63856","LANDCELVA1","2014-07-10","AHY","F",NA,NA,"GRCA"
"2641-63857","LANDCELVA1","2014-07-10","AHY","F",NA,NA,"GRCA"
"2641-63858","LANDCELVA1","2014-07-10","AHY","F",NA,NA,"GRCA"
"2641-63860","PADORAMVA1","2014-07-12","AHY","F",NA,NA,"NOCA"
"2641-63861","PADORAMVA1","2014-07-12","AHY","M",NA,NA,"NOCA"
"2641-63862","PADORAMVA1","2014-07-12","AHY","F",NA,NA,"NOCA"
"2641-63863","PADORAMVA1","2014-07-14","HY","U",NA,NA,"NOCA"
"2641-63864","PADORAMVA1","2014-07-14","AHY","U",NA,NA,"GRCA"
"2641-63869","STUECHRVA2","2014-07-19","HY","U",NA,NA,"GRCA"
"2641-63870","STUECHRVA2","2014-07-19","AHY","U",NA,NA,"GRCA"
"2641-63871","STUECHRVA2","2014-07-19","AHY","M",NA,NA,"GRCA"
"2641-63872","MISSEDDC1","2014-07-21","AHY","F",NA,NA,"GRCA"
"2641-63873","MISSEDDC1","2014-07-21","AHY","M",NA,NA,"GRCA"
"2641-63874","MISSEDDC1","2014-07-21","AHY","M",NA,NA,"NOCA"
"2641-63875","MISSEDDC1","2014-07-21","AHY","F",NA,NA,"NOCA"
"2641-63876","BROWANNMD1","2014-07-22","HY","M",NA,NA,"NOCA"
"2641-63884","KEYESUSMD1","2014-07-26","AHY","M",NA,NA,"NOCA"
"2641-63901","VONGJENMD1","2013-05-13","AHY","M",40.6,100,"NOCA"
"2641-63902","VONGJENMD1","2013-05-13","AHY","M",36,90,"GRCA"
"2641-63910","MANNJANDC1","2013-05-17","AHY","F",42.4,87,"NOCA"
"2641-63911","MANNJANDC1","2013-05-17","AHY","M",38,94,"NOCA"
"2641-63924","BLOCDAVMD1","2013-06-08","AHY","M",44.6,96,"NOCA"
"2641-63925","BLOCDAVMD1","2013-06-08","AHY","M",34.4,89,"GRCA"
"2641-63926","BLOCDAVMD1","2013-06-08","AHY","F",39.5,90,"NOCA"
"2641-63927","BLOCDAVMD1","2013-06-08","AHY","M",35.3,90,"GRCA"
"2641-63928","BLOCDAVMD1","2013-06-08","AHY","M",34.6,87,"GRCA"
"2641-63936","FARYSIMMD1","2013-06-29","AHY","F",41.1,92,"NOCA"
"2641-63937","FARYSIMMD1","2013-06-29","AHY","M",32.9,86,"GRCA"
"2641-63938","GERYERIMD1","2013-07-01","AHY","F",37.1,89,"GRCA"
"2641-63939","GERYERIMD1","2013-07-01","HY","U",37.8,86,"GRCA"
"2641-63941","KEYESUSMD1","2013-07-06","HY","F",39,88,"NOCA"
"2641-63957","JACOMERMD1","2013-07-27","AHY","F",34.6,91,"GRCA"
"2641-63959","BARBJERMD1","2014-06-17","AHY","M",46.6,92,"NOCA"
"2641-63960","BARBJERMD1","2014-06-17","AHY","M",39.5,95,"NOCA"
"2641-63961","BARBJERMD1","2014-06-17","HY","M",39.8,95,"NOCA"
"2641-63962","BARBJERMD1","2014-06-17","HY","U",41.7,88,"NOCA"
"2641-63963","BARBJERMD1","2014-06-17","HY","U",42.3,88,"NOCA"
"2641-63964","BARBJERMD1","2014-06-17","SY","M",43.5,91,"NOCA"
"2641-63965","BARBJERMD1","2014-06-17","SY","M",45,94,"NOCA"
"2641-63966","BARBJERMD1","2014-06-17","SY","M",40.8,89,"NOCA"
"2641-63967","BARBJERMD1","2014-06-17","HY","U",43.4,91,"NOCA"
"2641-63968","TATEJUAMD1","2014-06-19","HY","U",38.7,86,"NOCA"
"2641-63969","TATEJUAMD1","2014-06-19","HY","F",39.6,90,"NOCA"
"2641-63970","TATEJUAMD1","2014-06-19","HY","U",37.5,86,"NOCA"
"2641-63971","TATEJUAMD1","2014-06-19","HY","U",37.1,87,"NOCA"
"2641-63972","TATEJUAMD1","2014-06-19","HY","M",35.5,72,"NOCA"
"2641-63973","TATEJUAMD1","2014-06-19","HY","U",39,80,"NOCA"
"2641-63974","TATEJUAMD1","2014-06-19","AHY","M",41.3,89,"NOCA"
"2641-63975","TATEJUAMD1","2014-06-19","AHY","M",40.3,96,"NOCA"
"2641-63976","TATEJUAMD1","2014-06-19","HY","U",42.7,97,"NOCA"
"2641-63977","TATEJUAMD1","2014-06-19","HY","U",35.9,87,"NOCA"
"2641-63995","FARYSIMMD1","2014-06-30","AHY","F",37.1,87,"GRCA"
"2641-96581","PERRCHRMD1","2014-07-19","HY","U",43.8,86,"NOCA"
"2641-96582","PERRCHRMD1","2014-07-19","HY","F",42.2,87,"NOCA"
"2641-96595","PHARAIMMD1","2014-07-27","HY","U",39.1,86,"NOCA"
"2641-96596","PHARAIMMD1","2014-07-27","HY","U",43.9,86,"NOCA"
"2641-96842","MISSEDDC1","2015-07-06","SY","M",27.3,89,"GRCA"
"2641-96843","MISSEDDC1","2015-07-06","AHY","M",35.8,91,"GRCA"
"2641-96844","PADORAMVA1","2015-06-24","AHY","F",39.9,91,"NOCA"
"2641-96845","PADORAMVA1","2015-06-24","AHY","M",41.3,93,"NOCA"
"2641-96848","BROWANNDC1","2015-06-22","AHY","M",36.9,88,"GRCA"
"2641-96849","BROWANNDC1","2015-06-22","AHY","U",32,82,"GRCA"
"2641-96850","BROWANNDC1","2015-06-22","AHY","F",34.8,83,"GRCA"
"2641-96889","KESTSABDC1","2015-05-02","AHY","U",35.3,90,"GRCA"
"2651-47520","MCDOELIVA1","2015-06-16","ASY","M",36.1,87,"GRCA"
"2651-47521","MCDOELIVA1","2015-06-16","ASY","M",36.4,91.5,"GRCA"
"2651-47522","BEALTOMMD1","2015-06-18","ASY","M",44.1,94,"NOCA"
"2651-47523","BEALTOMMD1","2015-06-18","ASY","F",46.3,92,"NOCA"
"2651-47524","BEALTOMMD1","2015-06-18","ASY","M",45,93,"NOCA"
"2651-47526","LANDCELVA1","2015-06-20","ASY","F",41.4,87,"GRCA"
"2651-47527","NEWBCARVA1","2015-06-22","ASY","F",45.2,93,"NOCA"
"2651-47534","STUECHRVA2","2015-06-21","AHY","M",40.4,92,"NOCA"
"2651-47535","STUECHRVA2","2015-06-21","AHY","M",33.8,91,"GRCA"
"2651-47536","STUECHRVA2","2015-06-21","AHY","M",35.9,88,"GRCA"
"2651-47537","STUECHRVA2","2015-06-21","SY","F",42.4,89,"GRCA"
"2651-47538","STUECHRVA2","2015-06-21","AHY","F",44.9,87,"NOCA"
"2651-47539","BRIGKIMMD1","2015-06-28","AHY","F",44.1,90,"NOCA"
"2651-47540","BRIGKIMMD1","2015-06-28","AHY","M",45,91,"NOCA"
"2651-47541","BRIGKIMMD1","2015-06-28","AHY","F",45.9,89,"GRCA"
"2651-47542","BRIGKIMMD1","2015-06-28","ASY","M",35.1,89,"GRCA"
"2651-47543","BRIGKIMMD1","2015-06-28","AHY","F",43.3,87,"NOCA"
"2651-47545","GERYERIMD1","2015-06-30","AHY","F",39,86,"GRCA"
"2651-47608","FISHFERVA1","2015-05-27","SY","F",40.5,88,"GRCA"
"2651-47609","FISHFERVA1","2015-05-27","AHY","M",43.3,90,"NOCA"
"2651-47610","FISHFERVA1","2015-05-27","ASY","M",33.7,90,"GRCA"
"2651-51542","PIROELADC1","2015-07-15","ASY","M",35.5,88.5,"GRCA"
"2651-51543","JACOMERMD1","2015-07-16","ASY","M",33.5,87,"GRCA"
"2651-51544","MANNJANDC1","2015-07-17","ASY","F",43.4,90,"NOCA"
"2651-51545","MANNJANDC1","2015-07-17","SY","M",33.9,85.5,"GRCA"
"2651-51546","MANNJANDC1","2015-07-17","HY","U",35.2,87,"GRCA"
"2651-51547","MANNJANDC1","2015-07-17","AHY","M",37.7,90.5,"GRCA"
"2651-51548","MANNJANDC1","2015-07-17","SY","M",32.6,84,"GRCA"
"2651-51549","MANNJANDC1","2015-07-17","ASY","M",37.7,93,"NOCA"
"2651-51550","MANNJANDC1","2015-07-17","HY","U",36.8,84,"NOCA"
"2651-52493","SILLSCOMD1","2015-07-23","AHY","U",34.3,95,"GRCA"
"2651-52494","OBRICHRMD1","2015-07-20","HY","U",36.7,89,"GRCA"
"2651-52495","OBRICHRMD1","2015-07-20","AHY","F",36.2,95,"NOCA"
"2651-52496","BLOCDAVMD1","2015-07-15","HY","U",38.9,90,"NOCA"
"2651-52497","BLOCDAVMD1","2015-07-15","AHY","F",38.1,90,"GRCA"
"2651-52498","BLOCDAVMD1","2015-07-15","SY","U",31.3,87,"GRCA"
"2651-52499","BLOCDAVMD1","2015-07-15","AHY","F",47.4,94,"GRCA"
"2651-56705","MOLIKARMD1","2015-06-08","SY","M",38.8,88,"GRCA"
"2651-56712","BARBJERMD1","2015-06-18","AHY","F",43.3,90,"NOCA"
"2651-56713","BARBJERMD1","2015-06-18","AHY","F",41,88,"NOCA"
"2651-56714","BARBJERMD1","2015-06-18","SY","M",41.6,94,"NOCA"
"2651-56715","BARBJERMD1","2015-06-18","AHY","F",46.5,90,"NOCA"
"2651-56716","BARBJERMD1","2015-06-18","AHY","M",49.5,96,"NOCA"
"2651-56717","BARBJERMD1","2015-06-18","AHY","F",40.7,91,"NOCA"
"2651-56718","BARBJERMD1","2015-06-18","ASY","M",44.5,93,"NOCA"
"2651-56719","BARBJERMD1","2015-06-18","HY","U",38.1,84,"NOCA"
"2651-56728","WILLTERMD1","2015-06-23","HY","U",41.5,87,"NOCA"
"2651-56729","WILLTERMD1","2015-06-23","SY","M",32.4,86,"GRCA"
"2651-56736","FARYSIMMD1","2015-06-26","ASY","M",35.9,90,"GRCA"
"2651-56746","CAMPROSMD1","2015-07-06","SY","F",40.1,90,"GRCA"
"2651-56747","CAMPROSMD1","2015-07-06","HY","U",40,87,"NOCA"
"2651-56748","CAMPROSMD1","2015-07-06","HY","U",46,89,"NOCA"
"2651-56749","CAMPROSMD1","2015-07-06","SY","M",35.9,87,"GRCA"
"2651-56750","CAMPROSMD1","2015-07-06","ASY","F",37,86,"GRCA"
"2651-56762","SALOSHEMD1","2015-07-14","SY","M",30.6,85,"GRCA"
"2651-56763","SALOSHEMD1","2015-07-14","HY","M",35.4,86,"GRCA"
"2651-56770","WOLFAMYDC1","2015-07-22","SY","F",41.6,88,"NOCA"
"2651-56771","WOLFAMYDC1","2015-07-22","SY","M",35.3,84,"GRCA"
"2651-56776","STEWBETMD1","2015-07-29","SY","F",36,78,"GRCA"
